creator_name,YT_Title,YT_id,YT_Username,Facebook_Username,Instagram handle,TikTok_Username,AdWords Placement,YT_content_owner,country,industry,property,Content Genre,themes,YT_category,Facebook_category,Twitch_URL,TikTok_URL,Tubular_Profile_URL,Feb_2024_YouTube_V30,Feb_2024_Facebook_V30,Feb_2024_Instagram_V30,Feb_2024_TikTok_V30,Feb_2024_YouTube_ER30,Feb_2024_Facebook_ER30,Feb_2024_Instagram_ER30,Feb_2024_TikTok_ER30,Feb_2024_YouTube_E30,Feb_2024_Facebook_E30,Feb_2024_Instagram_E30,Feb_2024_TikTok_E30,YT_Current_All_Time_Subscribers,Facebook_Current_All_Time_Followers,Instagram_Current_All_Time_Followers,Twitter_Current_All_Time_Followers,Twitch_Current_All_Time_Followers,TikTok_Current_All_Time_Followers,YT_Current_All_Time_Views,Facebook_Current_All_Time_Views,Instagram_Current_All_Time_Views,Twitter_Current_All_Time_Views,Twitch_Current_All_Time_Views,YT_Current_All_Time_Engagements,Facebook_Current_All_Time_Engagements,Instagram_Current_All_Time_Engagements,Twitter_Current_All_Time_Engagements,YT_Total_Uploads,Facebook_Total_Uploads,Instagram_Total_Uploads,Twitter_Total_Uploads,TikTok_Total_Uploads,30d_YT_Subscribers,30d_Facebook_Followers,30d_Instagram_Followers,30d_Twitter_Followers,30d_Twitch_Followers,30d_TikTok_Followers,Feb_2024_YT_Subscribers_Growth,Feb_2024_Facebook_Followers_Growth,Feb_2024_Instagram_Followers_Growth,Feb_2024_Twitter_Followers_Growth,Feb_2024_Twitch_Followers_Growth,Feb_2024_TikTok_Followers_Growth,Feb_2024_YT_Views,Feb_2024_Facebook_Views,Feb_2024_Instagram_Views,Feb_2024_Twitter_Views,Feb_2024_TikTok_Views,Feb_2024_YT_Views_Growth,Feb_2024_Facebook_Views_Growth,Feb_2024_Instagram_Views_Growth,Feb_2024_Twitter_Views_Growth,Feb_2024_TikTok_Views_Growth,Feb_2024_YT_Engagements,Feb_2024_Facebook_Engagements,Feb_2024_Instagram_Engagements,Feb_2024_Twitter_Engagements,Feb_2024_TikTok_Engagements,Feb_2024_YT_Engagements_Growth,Feb_2024_Facebook_Engagements_Growth,Feb_2024_Instagram_Engagements_Growth,Feb_2024_Twitter_Engagements_Growth,Feb_2024_TikTok_Engagements_Growth,influencer score,YT_last_upload_date,YT_%_30_days_sub_growth,Facebook_%_30_days_Followers_Growth,Instagram_%_30_days_Followers_Growth,Twitter_%_30_days_Followers_Growth,Twitch_%_30_days_Followers_Growth,TikTok_%_30_days_Followers_Growth,YT_uploads_last_30_days,TikTok_uploads_last_30_days,YT_audience_location_country_1,YT_audience_location_country_1_%,YT_audience_location_country_2,YT_audience_location_country_2_%,YT_audience_location_country_3,YT_audience_location_country_3_%,FB_audience_location_country_1,FB_audience_location_country_1_%,FB_audience_location_country_2,FB_audience_location_country_2_%,FB_audience_location_country_3,FB_audience_location_country_3_%,YT_male_all_%,YT_female_all_%,YT_demo_last_update,FB_demo_last_update,YT_gid,Facebook_gid,Instagram_gid,Twitter_gid,Twitch_gid,TikTok_gid
BossUpCosmetics,BossUpCosmetics,wOk2sq9ehi4Q-sxAM4sfmA,,,bossupcosmeticss,bossupcosmetics,http://youtube.com/channel/UCwOk2sq9ehi4Q-sxAM4sfmA,,US,,,Beauty,"highlighter,skin care,make-up,viral phenomenon,small business,eye shadow,cosmetics,lip,blusher,nail,eyelash,lipstick",Howto & Style,,,https://www.tiktok.com/@bossupcosmetics,https://tubularlabs.com/creator/2U3FsdsGV03S97ch01,1235444,,,774416,3.4677,,,3.0293,78827,,49685,93837,855000,,329015,,,2200000,455307465,,2907921,,,29031542,,5181621,,252,,441,,1143,18000,,11464,,,0,-0.2777777777777778,,0.07460483424564857,,,,19122055,,,,12866819,-0.24553675632398725,,,,,761816,,314153,,1079542,-0.3636042399875029,,0.13057138024478984,,-0.6612135520604602,627.4997977503405,20240403T023316Z,0.021052631578947,,0.034843396197741,,,0.0,6,22,US,74.91502379333787,GB,3.976886471787899,CA,3.942895989123045,,,,,,,20.015112854464782,79.98488714553523,2024-03,,yta_wOk2sq9ehi4Q-sxAM4sfmA,,iga_8592716094,,,tka_6790116820146816005
Monica Ravichandran,Monica Ravichandran,lrSLy_JEgbahNjlvkS0vig,,,glow_bymonica,makeupbymonicaa,http://youtube.com/channel/UClrSLy_JEgbahNjlvkS0vig,,US,,,Beauty,"melanin,blusher,lipstick,lip,cosmetics,eye,skin care,foundation,make-up artist,concealer,eye shadow,skin",Education,Digital creator,,https://www.tiktok.com/@makeupbymonicaa,https://tubularlabs.com/creator/2R3VBnL9LZ03Vpzhf01,730908,,,414529,3.967,,,1.577,53350,,25805,26148,648000,1216,343858,521,,565100,570889305,17,8367525,18875,,39431859,6868,22551486,1675,709,256,913,6,1780,20000,0,4792,0,,9800,-0.2653061224489796,-0.3333333333333333,-0.46949531516183984,,,-0.5138121546961326,39309711,0,,0,31016735,-0.21071625506585448,-1.0,,,-0.5138121546961326,2345371,162,716713,0,865658,-0.30350520521519325,-0.699443413729128,-0.1839296144942949,,-0.4642545709527349,626.7026214379734,20240406T213954Z,0.030864197530864,0.0,0.013935985203194001,0.0,,0.017342063351619003,30,45,US,58.530670470756064,CA,6.148359486447932,GB,5.349500713266762,,,,,,,14.401179650873193,85.59882034912681,2024-03,,yta_lrSLy_JEgbahNjlvkS0vig,fba_115151311583610,iga_2376170331,twa_232135487,,tka_6786519056100361222
The Beauty Hub,The Beauty Hub,XdS0lUppk9uojIP80pfZlg,,thebeautyhubtamworth,,,http://youtube.com/channel/UCXdS0lUppk9uojIP80pfZlg,,US,,,Beauty,"hairstyle,waist-length hair,makeover,facial mask,hair,cosmetics,face,hairdresser,tutorial",Howto & Style,Hair Salon,,,https://tubularlabs.com/creator/4pvvs6QGb03U8swu01,41262,,,,0.6837000000000001,,,,519,,,,6860000,2718,,,,,4896532943,18525,,,,89782069,404,,,29927,74,,,,30000,0,,,,,1.4,0.5,,,,,90501310,58,,,,0.7491086632619905,57.0,,,,994702,0,,,,0.7049062877612758,,,,,626.6675692378315,20240407T043024Z,0.004373177842565,0.0,,,,,845,,US,38.57142857142858,RU,7.857142857142857,BR,7.142857142857142,,,,,,,41.88240299624347,58.117597003756536,2024-03,,yta_XdS0lUppk9uojIP80pfZlg,fba_580467785439714,,,,
Pidgin Doll,Pidgin Doll,gbM6dslSl_h_UaU3E32tgQ,,pidgindoll,pidgindoll,pidgindoll,http://youtube.com/channel/UCgbM6dslSl_h_UaU3E32tgQ,,US,,,People & Blogs,"art of sculpture,drawing,doll,vitreous enamel,hair,fashion illustration,illustration,cosmetics,art,pin,fashion doll,art doll",Howto & Style,Artist,,https://www.tiktok.com/@pidgindoll,https://tubularlabs.com/creator/ygnNFfLUxh,1192055,,,784831,5.84,,,3.5769,128093,,81295,112291,1540000,154183,503455,1001,,1800000,767002340,991692,5471811,,,66412898,1612428,18186590,,264,305,553,,445,30000,0,9559,0,,0,-0.5,-0.8476641841570751,0.050697840868424195,,,,17557851,1940,,,6113970,-0.311118866549825,4.434173669467787,,,,1174543,35806,421113,,673621,-0.31230832284317456,-0.6383195789856463,0.09571251639224829,,0.05443243843987684,626.2388891861332,20240405T173205Z,0.019480519480519,0.0,0.018986801203682003,0.0,,0.0,5,4,US,68.93358031225192,CA,5.054247155332098,GB,4.816088912410691,US,46.774193548387096,MX,5.64516129032258,GB,3.9170506912442393,22.17236146773571,77.8276385322643,2024-03,2018-02,yta_gbM6dslSl_h_UaU3E32tgQ,fba_337916896272752,iga_332595724,twa_2510596857,,tka_6729756319908250630
alessya farrugia,alessya farrugia,6x2q0-IZPlQVvOZD0QXLxw,,,,,http://youtube.com/channel/UC6x2q0-IZPlQVvOZD0QXLxw,,US,,,Beauty,"hair care,makeover,lip,eyebrow,acne,skin care,concealer,blusher,cosmetics,humor,hair,skin",Howto & Style,,,,https://tubularlabs.com/creator/5s39nGuTgs03SEsWb01,1557064,,,,3.7576,,,,107654,,,,1230000,,,,,,195881492,,,,,11861238,,,,143,,,,,40000,,,,,,-0.42857142857142855,,,,,,11348852,,,,,-0.33347369976489505,,,,,711038,,,,,-0.2977555055593854,,,,,625.7760153119309,20240401T151945Z,0.032520325203252,,,,,,3,,US,53.605648008068584,CA,6.101865859808371,GB,5.345436207766011,,,,,,,7.668412991787888,92.33158700821211,2024-03,,yta_6x2q0-IZPlQVvOZD0QXLxw,,,,,
Hollynn Ragland,Hollynn Ragland,mtt7OjXch26Ptz0mkIfCng,randomcaprisun,hollynnragland,hol.lynn,hollynn,http://youtube.com/channel/UCmtt7OjXch26Ptz0mkIfCng,,US,,,People & Blogs,"Elizabeth II,cosmetics,humor,comedy",Entertainment,Public figure,,https://www.tiktok.com/@hollynn,https://tubularlabs.com/creator/3jLQWS1Rk03RWMs201,1271525,,,128340,3.3594,,,2.5895,78596,,,13293,1440000,76729,2408,249,,1100000,629604521,1926,0,17144,,46390244,1252147,35189,1315,508,287,419,3,573,40000,0,-15,0,,0,-0.3333333333333333,0.48788927335640137,,,,,8707516,4,,0,537050,-0.5625824002570399,-0.6666666666666666,,,,405032,12135,313,0,49431,-0.5354221245475025,0.18935607174360483,0.23228346456692914,,-0.06013993991710081,624.678901606385,20240319T190005Z,0.027777777777777003,0.0,-0.006229235880398001,0.0,,0.0,2,0,US,62.266226622662266,GB,9.13091309130913,CA,5.2805280528052805,,,,,,,31.395334007812934,68.60466599218707,2024-03,,yta_mtt7OjXch26Ptz0mkIfCng,fba_478047362320090,iga_702857,twa_43544929,,tka_75569715300945920
Sara.iqbale,Sara.iqbale,TdMRWsM76SgBu7n3rtTfmw,,,,,http://youtube.com/channel/UCTdMRWsM76SgBu7n3rtTfmw,,US,,,People & Blogs,"cosmetics,hair,lipstick,lip,sclera,eyeliner",People & Blogs,Fashion Model,,,https://tubularlabs.com/creator/632eSviDmr03YhwTf01,349948,,,,1.5529000000000002,,,,9999,,,,1510000,4910,,,,,713223522,0,,,,20579426,14904,,,679,58,,,,50000,0,,,,,-0.7777777777777778,,,,,,22558604,0,,,,-0.6672096530279238,,,,,442633,0,,,,-0.7718915715426834,,,,,624.4713700496483,20240405T223058Z,0.033112582781456006,0.0,,,,,21,,US,34.69387755102041,BR,10.204081632653061,RU,6.63265306122449,,,,,,,44.2444984061663,55.7555015938337,2024-03,,yta_TdMRWsM76SgBu7n3rtTfmw,fba_105114722159041,,,,
Pippa Barnes,Pippa Barnes,OWEixaJ7ao0Wdkc-5I7bUg,,,,,http://youtube.com/channel/UCOWEixaJ7ao0Wdkc-5I7bUg,,US,,,Beauty,"lipstick,lip,make-up artist,fashion,cosmetics,hair,comedy,eyeliner",Howto & Style,,,,https://tubularlabs.com/creator/HM2rde7f3503XVyRr01,226767,,,,5.5979,,,,23357,,,,413000,,,,,,191778724,,,,,11108899,,,,428,,,,,9000,,,,,,0.2857142857142857,,,,,,10439093,,,,,0.3092628360294284,,,,,927021,,,,,0.6073464646114367,,,,,624.1158374839054,20240402T172346Z,0.021791767554479,,,,,,11,,US,63.125548726953475,CA,5.092186128182616,GB,4.56540825285338,,,,,,,20.500213769365665,79.49978623063433,2024-03,,yta_OWEixaJ7ao0Wdkc-5I7bUg,,,,,
Salem Tovar,Salem Tovar,A6EOsjlr2CpUX3IOGkg8VQ,,,_salemtovar_,salemtovar,http://youtube.com/channel/UCA6EOsjlr2CpUX3IOGkg8VQ,,US,,,Beauty,"vlog,skin care,hair,celebrity,cosmetics",People & Blogs,,,https://www.tiktok.com/@salemtovar,https://tubularlabs.com/creator/Xk3LqYzh6c03P9yEw01,532445,,,,3.9814,,,,39005,,,,718000,,,,,9178,55323146,,358879,9897,,4057880,,170661,1024,102,,48,23,30,8000,,,,,46,-0.375,,-0.1425,,,0.11594202898550725,1426877,,,0,3022,-0.36527388546365247,,,,0.11594202898550725,80455,,294,0,72,-0.36625653790408974,,5.533333333333333,,-0.04,623.7757272708884,20240324T202159Z,0.011142061281337,,,,,0.005011985181956001,1,0,US,63.84659416141958,CA,5.575271894676589,GB,4.201488265598168,,,,,,,9.947894871901921,90.05210512809808,2024-03,,yta_A6EOsjlr2CpUX3IOGkg8VQ,,iga_3005632152,twa_1254892930931716096,,tka_6753433541013193733
Mevesa,Mevesa,1irrWf2MvgyOlRQO9RhWbQ,,,,,http://youtube.com/channel/UC1irrWf2MvgyOlRQO9RhWbQ,,US,,,Family & Parenting,"mother,intimate relationship,dog,human pregnancy,husband,father,wife,cosmetics",Entertainment,,,,https://tubularlabs.com/creator/6r2zXhKuMx03bsGWv01,13775,,,,2.8974,,,,734,,,,1150000,,,,,,181205683,,,,,7836424,,,,138,,,,,507000,,,,,,20654.81818181818,,,,,,55320962,,,,,551.2046076141422,,,,,2410062,,,,,511.99744572158363,,,,,623.1566464031562,20240406T140029Z,0.440869565217391,,,,,,29,,US,55.158730158730165,GB,6.944444444444445,CA,4.365079365079365,,,,,,,37.471858552480846,62.52814144751916,2024-03,,yta_1irrWf2MvgyOlRQO9RhWbQ,,,,,
milky🥛,milky🥛,oUv0zkqPOOXzn6MW2yRy5w,,,milkydew_,milkydew,http://youtube.com/channel/UCoUv0zkqPOOXzn6MW2yRy5w,,US,,,Beauty,"Rare Beauty,hair care,toner,lip,hair,skin care,blusher,sunscreen,cosmetics,acne,skin,Sephora",Howto & Style,,,https://www.tiktok.com/@milkydew,https://tubularlabs.com/creator/4X2qWCnwXv03XBNka01,183746,,,475927,3.6921,,,2.7331000000000003,12482,,89993,52029,151000,,58075,,,142200,103426715,,0,,,5893303,,16959868,,423,,365,,747,10000,,3209,,,600,-0.5714285714285714,,-0.17159940209267563,,,-0.5294117647058824,6676787,,,,10524318,-0.22944629270134143,,,,-0.5294117647058824,384138,,1983988,,868125,-0.2966386277662017,,0.07818285961474293,,-0.32839527375943145,622.7646777321022,20240406T190934Z,0.06622516556291301,,0.05525613430908301,,,0.0042194092827,27,22,US,64.24759871931697,GB,7.257203842049092,CA,4.482390608324439,,,,,,,20.004316051571678,79.99568394842831,2024-03,,yta_oUv0zkqPOOXzn6MW2yRy5w,,iga_11583932584,,,tka_6833514147549774854
Makayla ASMR,Makayla ASMR,vPwsFSuuwhZE67vQgHI50w,,,,makaylasasmr,http://youtube.com/channel/UCvPwsFSuuwhZE67vQgHI50w,,US,,,Gaming,"cosmetics,YouTube,autonomous sensory meridian response,TikTok,hair,hairstyle",People & Blogs,Gaming video creator,,https://www.tiktok.com/@makaylasasmr,https://tubularlabs.com/creator/38yrzv5Z903SYarY01,174945,514369,,165500,3.4094,1.2901,,2.1888,10974,15860,,14490,1010000,104116,,,,604400,199833409,115109800,,,,7809584,2717997,,,607,299,,,180,19000,0,,,,3900,-0.09523809523809523,8.431665421956684,,,,3.4285714285714284,5182675,6149999,,,2356639,-0.15288222804474003,0.33375297763111555,,,3.4285714285714284,192808,248858,,,142351,-0.19521825877167354,0.9504812364799198,,,1.1288677524040258,621.9057555912309,20240406T010027Z,0.018811881188118003,0.0,,,,0.006452680344142,11,0,US,65.48672566371681,GB,7.079646017699115,CA,4.71976401179941,,,,,,,42.82379101135786,57.176208988642145,2024-03,,yta_vPwsFSuuwhZE67vQgHI50w,fba_100213192809994,,,,tka_6893216146812961798
GREEN SCREEN ANIMATION,GREEN SCREEN ANIMATION,k7DcAEWN8dna2A_KYSSslQ,,grscanimation,,,http://youtube.com/channel/UCk7DcAEWN8dna2A_KYSSslQ,,US,,,Film & Movies,"makeover,blooper,scene,animation,behind-the-scenes,chroma key,footage,scene,film,cosmetics,computer-generated imagery,Wizarding World",Film & Animation,Interest,,,https://tubularlabs.com/creator/bGRj958SIt,499524,,,,3.5657,,,,32772,,,,265000,2617,,124,,,237691639,4182,,129,,11951899,110,,4,2448,10,,2,,16000,0,,0,,,-0.22727272727272727,,,,,,19152347,12,,0,,-0.40212941959125087,0.5,,,,926831,1,,0,,-0.5320708554718818,,,,,621.7160577994571,20240406T150024Z,0.060377358490566004,0.0,,0.0,,,9,,US,55.195719515629406,GB,6.927626020839201,CA,4.562095184455083,,,,,,,60.67281098795604,39.32718901204395,2024-03,,yta_k7DcAEWN8dna2A_KYSSslQ,fba_326737227526707,,twa_3012210047,,
Chiara Rose,Chiara Rose,KIC4SGcwcgYPAh1DYp9yBQ,,,,,http://youtube.com/channel/UCKIC4SGcwcgYPAh1DYp9yBQ,,US,,,Entertainment,"cosmetics,humor,wig,baldness,clothing,alopecia,tattooing",People & Blogs,,,,https://tubularlabs.com/creator/3NhciNpBM03a6Xtc01,175098,,,,4.2013,,,,13535,,,,408000,,,,,,211312771,,,,,14434877,,,,577,,,,,6000,,,,,,2.933333333333333,,,,,,35083511,,,,,1.9795622316284378,,,,,2116079,,,,,1.8898471278777897,,,,,620.933225473495,20240405T222415Z,0.014705882352941001,,,,,,37,,US,70.9551656920078,CA,6.06060606060606,GB,5.0682261208577,,,,,,,20.61851108065979,79.3814889193402,2024-03,,yta_KIC4SGcwcgYPAh1DYp9yBQ,,,,,
makeupwakeup,makeupwakeup,v99udCKE1t1bGa4Im9Q2-g,,,,,http://youtube.com/channel/UCv99udCKE1t1bGa4Im9Q2-g,,US,,,Beauty,"cosmetics,lip,tutorial,lipstick,nail,hairstyle",Entertainment,,,,https://tubularlabs.com/creator/2T8fyAkjK03aXms801,43147,,,,0.0296,,,,24,,,,1380000,,,,,,638070142,,,,,4458737,,,,2115,,,,,40000,,,,,,-0.47368421052631576,,,,,,48143857,,,,,-0.40983584110533033,,,,,169762,,,,,-0.6887807668193168,,,,,620.8613733038483,20240405T170000Z,0.028985507246376004,,,,,,147,,US,45.07512520868113,BR,7.01168614357262,GB,4.173622704507513,,,,,,,44.550472969855115,55.449527030144885,2024-03,,yta_v99udCKE1t1bGa4Im9Q2-g,,,,,
Laura Lee,Laura Lee,KMugoa0uHpjUuq14yOpagw,laura88lee,,larlarlee,,http://youtube.com/channel/UCKMugoa0uHpjUuq14yOpagw,,US,,,Beauty,"skin,eye,clothing,foundation,eye shadow,palette,lip,concealer,cosmetics,face,brush,lipstick",Howto & Style,,,,https://tubularlabs.com/creator/rnIHjSU5ta,370151,,,,2.6847000000000003,,,,18285,,50778,,4640000,,1776351,,,,861183030,,231644360,,,32986013,,26623658,,1446,,701,,,0,,6548,,,,-1.0,,,,,,2365775,,,,,-0.3080437184809676,,,,,79358,,239648,,,-0.3371975511772223,,0.08307647808520062,,,620.7009104738864,20240402T154045Z,0.0,,0.003686208412639,,,,6,,US,74.32432432432432,CA,6.6310496543054676,GB,3.236957888120679,,,,,,,5.265639513895528,94.73436048610446,2024-03,,yta_KMugoa0uHpjUuq14yOpagw,,iga_54588672,,,
Hair Goddess Nyc,Hair Goddess Nyc,giEhooGdhbTN1nKP4EF2Cg,,,,,http://youtube.com/channel/UCgiEhooGdhbTN1nKP4EF2Cg,,US,,,Beauty,"hair care,clothing,viral phenomenon,hair,hairstyle,paparazzi,fashion,hair oil,shorts,cosmetics,reaction video,model",Pets & Animals,,,,https://tubularlabs.com/creator/7CtDpLukp03Y7qpG01,78660,,,,3.0011,,,,4343,,,,491000,,,,,,198904665,,,,,8771484,,,,1395,,,,,37000,,,,,,-0.18181818181818182,,,,,,5757790,,,,,-0.10350084943200706,,,,,222736,,,,,-0.04573068848806821,,,,,619.5098473545041,20240406T192126Z,0.075356415478615,,,,,,34,,US,46.44363227438853,GB,6.662918189485521,CA,4.919876300253023,,,,,,,50.86298506780721,49.13701493219279,2024-03,,yta_giEhooGdhbTN1nKP4EF2Cg,,,,,
Christxiee,Christxiee,xS3fmRNz8Vt-TzILSDQ-yQ,,,,,http://youtube.com/channel/UCxS3fmRNz8Vt-TzILSDQ-yQ,,US,,,Beauty,"cosmetics,lip,lipstick,blusher",Entertainment,Video creator,,,https://tubularlabs.com/creator/UX3Ki7gygW03WMzZZ01,294512,,,,3.925,,,,21269,,,,1200000,3595,,,,,1293384280,33,,,,87118896,15766,,,2091,748,,,,10000,0,,,,,0.5,5.0,,,,,25049510,0,,,,-0.16151369654838144,-1.0,,,,1050632,328,,,,-0.1733126444849059,-0.5537414965986395,,,,618.9916072935578,20240405T161354Z,0.008333333333333,0.0,,,,,21,,US,65.60708702449193,GB,5.575820739968734,CA,5.158936946326212,,,,,,,22.018853063313504,77.9811469366865,2024-03,,yta_xS3fmRNz8Vt-TzILSDQ-yQ,fba_109813668741103,,,,
TheChicNatural,TheChicNatural,t5MVT7UbWWtcymqRy0RdcA,backsyncfan,chicisnatural,thechicnatural,thechicnatural,http://youtube.com/channel/UCt5MVT7UbWWtcymqRy0RdcA,,US,,,People & Blogs,"cornrows,wig,food,cosmetics,breakfast,snack,hair conditioner,hairstyle,eating,clothing,veganism,hair",Howto & Style,Blogger,,https://www.tiktok.com/@thechicnatural,https://tubularlabs.com/creator/743WEU8nMw,124433,,,,4.3678,,,,10000,,,,2320000,139980,314736,,,3103,240628268,10906402,3268145,,,6565640,359582,1525953,,404,10,57,,7,0,0,2368,,,10,,,,,,-0.1,741447,375,,,1408,-0.2653354233714349,-0.2647058823529412,,,-0.1,25311,0,196189,,22,-0.469315441870217,-1.0,31.670940882597836,,-0.5686274509803921,618.8978677029338,20240306T153025Z,0.0,0.0,0.007523765949875001,,,0.003222687721559,0,0,US,89.73087818696884,GB,2.337110481586402,CA,2.195467422096317,US,62.21748400852879,TT,3.113006396588486,FR,2.942430703624733,5.300091223853935,94.69990877614606,2024-03,2018-02,yta_t5MVT7UbWWtcymqRy0RdcA,fba_1523816261205408,iga_209758845,,,tka_6805641853669475334
Kennie J.D.,Kennie J.D., -pkCUlaRDMA--8LTWQDuHA,kenniejd,,kenniejd,kenniejd,http://youtube.com/channel/UC-pkCUlaRDMA--8LTWQDuHA,,US,,,Beauty,"Netflix,face,concealer,Contouring,cosmetics,anime,foundation,film,skin care,Bad Movie,film criticism,skin",Entertainment,,http://www.twitch.tv/kenniejd,https://www.tiktok.com/@kenniejd,https://tubularlabs.com/creator/eUhkuWKTmV,128047,,,,4.8619,,,,11455,,,,713000,,108670,93790,,95300,131069781,,2274815,6194435,881127,8155114,,839085,559852,705,,191,403,63,8000,,-32,0,,-100,,,,,,,1964372,,,0,9602,0.8153868333598259,,,,,97733,,21,0,177,0.7704932881650695,,20.0,,-0.016666666666666666,618.5492203735843,20240406T182251Z,0.011220196353436001,,-0.00029446949480077306,0.0,,-0.0010493179433360002,3,0,US,74.99469327106772,CA,4.627467628953513,GB,3.82084483124602,,,,,,,9.657525522860979,90.342474477139,2024-03,,yta_-pkCUlaRDMA--8LTWQDuHA,,iga_291309283,twa_2206058088,tta_kenniejd,tka_6764152206771635205
McCall Mirabella,McCall Mirabella,wntQaFoIyCttnJ1FNwK12Q,,,mccallmirabela,mccallmirabella,http://youtube.com/channel/UCwntQaFoIyCttnJ1FNwK12Q,,US,,,Entertainment,"shorts,vlog,vape,Swifties,marathon,clothing,Taylor Swift,(−)-nicotine,cosmetics",Entertainment,Digital creator,,https://www.tiktok.com/@mccallmirabella,https://tubularlabs.com/creator/7JJNis41W03RXGXE01,573861,,,240373,2.7976,,,2.4164,29540,,43438,23233,408000,1611,118539,,,956500,200849094,0,19214,,,8733666,11845,7198000,,641,797,358,,1403,31000,0,65,,,7900,-0.0784313725490196,,-0.7450465022240194,,,0.25773195876288657,40481521,0,,,7470769,0.1502767621596351,,,,0.25773195876288657,1578251,454,382802,,538225,0.2698031233154452,6.442622950819672,-0.5370032607959438,,0.062388229395718274,617.7857510280307,20240407T014345Z,0.075980392156862,0.0,0.0005483427395203268,,,0.008259278619968,23,13,US,61.74418604651163,GB,8.372093023255815,CA,7.093023255813953,,,,,,,9.354888266977781,90.64511173302222,2024-03,,yta_wntQaFoIyCttnJ1FNwK12Q,fba_137752336080174,iga_3616600607,,,tka_161804240246620160
561ROB,561ROB,TX_D5XKYnbpWA5NDUw6q_Q,,,561rob,,http://youtube.com/channel/UCTX_D5XKYnbpWA5NDUw6q_Q,,US,,,Beauty,"cosmetics,hair,hairstyle,dreadlocks",Entertainment,,http://www.twitch.tv/561rob,,https://tubularlabs.com/creator/7mrDhdE1s4,76954,,,,4.3502,,,,6204,,549,,447000,,73800,49,186,,311469162,,0,8197,240,19240515,,374783,131,2431,,145,13,1187,13000,,-1089,0,14,,-0.42857142857142855,,,,-0.46153846153846156,,4816293,,,0,0,-0.18665489279392378,,,,,338402,,7,0,0,-0.11852442277235975,,-0.9416666666666667,,,617.1404168346888,20240407T020023Z,0.029082774049217,,-0.014756097560975002,0.0,0.07526881720430101,,103,0,US,90.36383956289582,GB,2.918167142679746,CA,2.048925866136843,,,,,,,59.86288302779199,40.13711697220802,2024-03,,yta_TX_D5XKYnbpWA5NDUw6q_Q,,iga_7094536850,twa_1087064915758718982,tta_561rob,tka_6755988779033183238
Batala's ASMR,Batala's ASMR,T-0BP5tI1Dzc49_8TYgPYw,,,official_batalasasmr,batalasasmr_,http://youtube.com/channel/UCT-0BP5tI1Dzc49_8TYgPYw,,US,,,Entertainment,"hair,Twitter,autonomous sensory meridian response,TikTok,Facebook,oddly satisfying video,Instagram,cosmetics,humor",Entertainment,,http://www.twitch.tv/batalasasmr,https://www.tiktok.com/@batalasasmr_,https://tubularlabs.com/creator/MTox6OouGc,68248,,,345923,2.9657,,,2.2374,3724,,1117,30958,953000,,42891,2230,1348,268700,232588512,,1099181,33510,316,9160820,,504375,1680,1549,,218,30,447,5000,,-129,0,3,9900,-0.375,,,,-1.0,0.1388888888888889,2645096,,,0,3753027,-0.1331888154283514,,,,0.1388888888888889,112404,,9389,0,231249,-0.04115057836011874,,3.8850156087408947,,0.3899848528563185,616.381883357587,20240407T023021Z,0.005246589716684001,,-0.003007623977058,0.0,0.002225519287833,0.036844064011909004,19,7,US,61.97183098591549,GB,6.841046277665996,CA,4.359490274983233,,,,,,,23.886976798647495,76.1130232013525,2024-03,,yta_T-0BP5tI1Dzc49_8TYgPYw,,iga_8690873688,twa_1267214794446307330,tta_batalasasmr,tka_6801863660819153925
Emilia Barth,Emilia Barth,ibjdcbu5barNQf5FEo3Pyg,,,blonde.girlyy,blonde.girlyy,http://youtube.com/channel/UCibjdcbu5barNQf5FEo3Pyg,,US,,,Entertainment,"cosmetics,humor,Instagram,viral phenomenon,film",Howto & Style,,,https://www.tiktok.com/@blonde.girlyy,https://tubularlabs.com/creator/3q2aqXgsv603RM4W601,452793,,,1491191,3.491,,,2.6182,29084,,434,156170,51800,,18953,,,1900000,24833354,,0,,,1529502,,91788,,89,,43,,2489,12700,,2043,,,0,-0.14759725400457666,,,,,,7880653,,,,40578356,0.0402060440466998,,,,,483871,,337,,3986838,-0.022022487352632653,,-0.5233380480905233,,-0.20874201937162395,614.7881294858842,20240407T041826Z,0.24517374517374502,,0.107792961536432,,,0.0,16,19,US,65.2014652014652,CA,6.318681318681318,GB,6.135531135531135,,,,,,,34.998659961412315,65.00134003858768,2024-03,,yta_ibjdcbu5barNQf5FEo3Pyg,,iga_768255989,,,tka_6607104336631021573
Kylie,Kylie,1CHGPqTHnKBaSSqBRM-xbw,,,,,http://youtube.com/channel/UC1CHGPqTHnKBaSSqBRM-xbw,,US,,,Entertainment,"clothing,cosmetics,Kylie Jenner",People & Blogs,,,,https://tubularlabs.com/creator/4cdL4B9Xe03aMb9A01,117717,,,,3.7183,,,,8053,,,,93600,,,,,,30214351,,,,,843570,,,,599,,,,,4400,,,,,,-0.883248730964467,,,,,,1603543,,,,,-0.6929033955719524,,,,,70472,,,,,-0.8070322918064299,,,,,614.3416803257797,20240407T022115Z,0.047008547008547,,,,,,39,,US,70.41420118343196,GB,8.284023668639055,DE,2.958579881656804,,,,,,,23.28809197433718,76.71190802566281,2024-03,,yta_1CHGPqTHnKBaSSqBRM-xbw,,,,,
