,Video_Title,Platform,YouTube_AdWords_Placement,YouTube_Video_ID,Video_URL,YouTube_Category,Views,V1,V2,V3,V7,V30,Total_Engagements,ER1,ER2,ER3,ER7,ER30,E1,E2,E3,E7,E30,Likes,Comments,Twitter Favorites,Tweets,Facebook_Total_Engagements,Facebook_Likes,Facebook_Comments,Facebook_Loves,Facebook_Hahas,Facebook_Wows,Facebook_Sads,Facebook_Angrys,Facebook_Page_URL,Instagram handle,TikTok_Account_URL,Topics,YouTube_Topics,Published_Date,Creator,Creator_FollowerCount_or_YouTube_Subscribers,Creator_Country,Creator_Genre,YouTube_Channel_ID,Duration (seconds),Live,Categories,Sound Title,Sound Author,transcript,thumbnail_url,title,view_count,length,publish_date,author
95,the SECRET to stop PROCRASTINATION as a STUDENT,youtube,www.youtube.com/watch?v=k6U_hNPeFH0,k6U_hNPeFH0,https://www.youtube.com/watch?v=k6U_hNPeFH0,People & Blogs,6531,2243.0,3041.0,3475.0,4577.0,6040.0,601,5.93809986114502,5.505499839782715,5.700300216674805,5.501299858093262,5.265399932861328,313.0,370.0,414.0,491.0,582.0,573,28,,,,,,,,,,,,,,,"Health,Knowledge",2024-01-31 13:00,jspark,76000.0,GB,"Health, Fitness & Self Help",c_B2QPi8lbTeCtmMAHXp2A,473,False,,,,nan,nan,nan,,,nan,nan
96,La Règle des 15 Secondes qui Rend la Procrastination IMPOSSIBLE.,youtube,www.youtube.com/watch?v=TBP_itAIEdc,TBP_itAIEdc,https://www.youtube.com/watch?v=TBP_itAIEdc,Education,12812,3434.0,4960.0,6553.0,10650.0,,598,3.294600009918213,2.978800058364868,2.769999980926513,2.486599922180176,,267.0,328.0,383.0,527.0,,561,37,,,,,,,,,,,,,,,,2024-03-03 15:15,S'enrichir,453000.0,FR,General Interest,XmN5bEVvzHhfVQWDXgU1WA,1320,False,,,,nan,nan,nan,,,nan,nan
97,Most “Learning” Is Procrastination… Here’s How To Finally Take Action,youtube,www.youtube.com/watch?v=8Cr_642mVBc,8Cr_642mVBc,https://www.youtube.com/watch?v=8Cr_642mVBc,People & Blogs,7286,1740.0,2400.0,2635.0,3188.0,6642.0,597,4.25,4.073200225830078,4.136799812316894,4.330999851226807,4.524899959564209,176.0,218.0,230.0,272.0,553.0,552,45,,,,,,,,,,,,,,,Knowledge,2024-02-06 23:13,Sam Matla,15200.0,NZ,General Interest,9qUlv7SFNUceiU-UT_qQiA,1691,False,,,,nan,nan,nan,,,nan,nan
98,Dealing W/ Procrastination / UFC 299 on deck  | Red Hawk Recap | EP.130,youtube,www.youtube.com/watch?v=ZVyvwIImoek,ZVyvwIImoek,https://www.youtube.com/watch?v=ZVyvwIImoek,Sports,11668,6601.0,8218.0,9072.0,10129.0,,589,2.781599998474121,2.613800048828125,2.6486001014709477,2.701200008392334,,437.0,479.0,507.0,539.0,,479,110,,,,,,,,,,,,,,"martial art,Deep,Joe Riggs,boxing,mixed martial arts,Sean O'Malley,Ultimate Fighting Championship",Lifestyle,2024-02-29 19:00,Tim Welch,120000.0,US,Sports,Nj26XaqHpRiPB3HzRy8VSQ,3471,True,"Sports,Sports/Combat Sports,Sports/Combat Sports/Martial Arts,Sports/Combat Sports/Martial Arts/Mixed Martial Arts",,,nan,nan,nan,,,nan,nan
99,The Dangers of Procrastination,youtube,www.youtube.com/watch?v=mZlp6PrzMNM,mZlp6PrzMNM,https://www.youtube.com/watch?v=mZlp6PrzMNM,Entertainment,5969,3615.0,4433.0,4962.0,5688.0,5969.0,587,5.720799922943115,5.358799934387207,5.351699829101562,5.220200061798096,5.373799800872803,486.0,525.0,555.0,579.0,587.0,520,67,,,,,,,,,,,https://www.facebook.com/60054396819?brand_redir=DISABLE,taffidollar,,,"Religion,Society",2024-01-22 15:00,Taffi Dollar,16400.0,US,People & Blogs,XfGUidNRAZYTfZAeL9mgxg,1955,True,,,,nan,nan,nan,,,nan,nan
100,Procrastination be like #comedy #funny #relatable #subscribe #viral #fyp #,youtube,www.youtube.com/watch?v=irSp8ZvOf9c,irSp8ZvOf9c,https://www.youtube.com/watch?v=irSp8ZvOf9c,People & Blogs,9679,1724.0,1897.0,2097.0,4401.0,9094.0,584,2.344899892807007,2.52839994430542,2.601099967956543,2.773299932479858,3.328900098800659,95.0,106.0,114.0,238.0,554.0,557,27,,,,,,,,,,,,,,,"Entertainment,Humour",2024-01-21 22:37,ThatOneAsianKidShorts,23600.0,US,Entertainment,Hk7ZxwXWG8EBCKFpmAoLeA,10,False,,,,nan,nan,nan,,,nan,nan
101,Procrastination (3/6/2024),youtube,www.youtube.com/watch?v=OjxSn2G388Y,OjxSn2G388Y,https://www.youtube.com/watch?v=OjxSn2G388Y,Gaming,11390,,,11072.0,11354.0,,582,,,2.431299924850464,2.575900077819824,,,,568.0,582.0,,582,0,,,,,,,,,,,,,,,Entertainment,2024-03-06 22:43,Leo Finnegan Murphy,,,,UTOQ7N-uq2Fy21-ocH2TwA,9,False,,,,nan,nan,nan,,,nan,nan
102,देरी से अमीरी: जीवन सबक 8 कदम #lifelessonsbyayaan #money #chatgpt  #procrastination  #geeta #2024,youtube,www.youtube.com/watch?v=dpUyiKRnR_s,dpUyiKRnR_s,https://www.youtube.com/watch?v=dpUyiKRnR_s,Education,4428,2382.0,3039.0,3379.0,3950.0,,573,6.597099781036377,6.536799907684326,6.634200096130371,6.862400054931641,,374.0,443.0,473.0,534.0,,497,76,,,,,,,,,,,,,,,"Business,Knowledge",2024-02-20 11:30,Life Lessons by Ayaan,37200.0,IN,General Interest,I3EV2AeewEPGXboV8aUDhg,1237,True,,,,nan,nan,nan,,,nan,nan
103,Procrastination is Ruining Your Progress | Aggression Talk Ep. 20,youtube,www.youtube.com/watch?v=xtZWvKX-JM4,xtZWvKX-JM4,https://www.youtube.com/watch?v=xtZWvKX-JM4,People & Blogs,6015,2551.0,3372.0,3768.0,4404.0,6015.0,555,5.371300220489502,4.978400230407715,5.2316999435424805,5.286600112915039,5.041999816894531,322.0,371.0,412.0,454.0,555.0,478,77,,,,,,,,,,,,,,,"Health,Lifestyle",2024-01-21 14:15,JohnMarkStevenson,20100.0,US,"Health, Fitness & Self Help",gwoOBfQvL8TSsNcDIPWoXg,2412,False,,,,nan,nan,nan,,,nan,nan
104,POV: that procrastination getting ready for a date!,youtube,www.youtube.com/watch?v=uhKDVK3mv8U,uhKDVK3mv8U,https://www.youtube.com/watch?v=uhKDVK3mv8U,Music,8699,7497.0,7557.0,7601.0,7744.0,8696.0,548,2.830300092697143,3.002599954605102,3.15499997138977,3.356100082397461,3.42490005493164,505.0,506.0,506.0,512.0,548.0,542,6,,,,,,,,,,,https://www.facebook.com/1901049036832742?brand_redir=DISABLE,tmrw_music,https://www.tiktok.com/@tmrw_music,,Entertainment,2024-02-16 07:00,TMRW Music,861000.0,AU,Music & Dance,uED6By6MiMj4Zv7P7Zq3Og,56,False,,,,nan,nan,nan,,,nan,nan
105,Procrastination is The Enemy: How Small Steps Today Lead to Big Changes,youtube,www.youtube.com/watch?v=6tI8l8QfPIU,6tI8l8QfPIU,https://www.youtube.com/watch?v=6tI8l8QfPIU,News & Politics,5147,3028.0,3581.0,3818.0,4305.0,4862.0,542,5.817999839782715,5.736700057983398,5.877500057220459,6.015699863433838,6.091599941253662,414.0,454.0,469.0,505.0,542.0,451,91,,,,,,,,,,,,,,,Society,2024-01-02 11:30,The Chris Cuomo Project,241000.0,US,News & Politics,GB-czkAt6nLd3UrQ1eD0uw,1772,False,,,,nan,nan,nan,,,nan,nan
106,procrastination is my red flag 🚩,youtube,www.youtube.com/watch?v=0rASx7lGCRA,0rASx7lGCRA,https://www.youtube.com/watch?v=0rASx7lGCRA,People & Blogs,10074,9399.0,9417.0,10074.0,,,535,2.281199932098388,2.444299936294555,2.516900062561035,,,506.0,511.0,535.0,,,534,1,,,,,,,,,,,,,,,Lifestyle,2024-03-17 15:48,Avah,5820.0,,General Interest,u2QsJ30DvIUHGfHfaIT5hQ,53,False,,,,nan,nan,nan,,,nan,nan
107,"HOW TO ROMANTICIZE SCHOOL + MY MORNING ROUTINE | how to end procrastination, cute notes, GRWM, tips!",youtube,www.youtube.com/watch?v=YOV6FrPxVm8,YOV6FrPxVm8,https://www.youtube.com/watch?v=YOV6FrPxVm8,People & Blogs,5995,,,4071.0,4816.0,5463.0,525,,,4.665999889373779,4.91949987411499,5.061399936676025,,,397.0,462.0,506.0,461,64,,,,,,,,,,,,,,,"Hobby,Lifestyle",2024-01-06 18:00,Lexy Bae,,,,Qq9ZJcuUtvvFluLT9wmEnA,829,False,,,,nan,nan,nan,,,nan,nan
108,Procrastination  Putting God Off - Wednesday Morning Service,youtube,www.youtube.com/watch?v=QLZFsBg301g,QLZFsBg301g,https://www.youtube.com/watch?v=QLZFsBg301g,Entertainment,7411,5027.0,5998.0,6410.0,6934.0,7286.0,517,3.614500045776367,3.530600070953369,3.627700090408325,3.749599933624267,3.862499952316284,427.0,468.0,486.0,507.0,515.0,460,57,,,,,,,,,,,https://www.facebook.com/72063929429?brand_redir=DISABLE,iamcreflodollar,https://www.tiktok.com/@iamcreflodollar,,"Religion,Society",2024-01-24 16:41,Creflo Dollar Ministries,450000.0,US,People & Blogs,BEcQzSjUXZcoeK7_Yy69sA,3725,False,,,,nan,nan,nan,,,nan,nan
109,How to overcome PROCRASTINATION & manifest BIG THINGS in 2024,youtube,www.youtube.com/watch?v=fg-ABLf0R38,fg-ABLf0R38,https://www.youtube.com/watch?v=fg-ABLf0R38,People & Blogs,3799,1770.0,2486.0,2825.0,3162.0,3673.0,513,6.370999813079834,6.8256001472473145,6.89330005645752,7.184700012207031,7.513100147247314,265.0,375.0,407.0,443.0,505.0,463,50,,,,,,,,,,,https://www.facebook.com/863996853688472?brand_redir=DISABLE,lifebylucie,https://www.tiktok.com/@lifebylucie,,Lifestyle,2024-01-06 18:59,Life By Lucie,145000.0,GB,Sports,3J-A2b-X7j2kgfXdjH5C2Q,254,True,,,,nan,nan,nan,,,nan,nan
110,Is it just me #relatable #longnights #work #procrastination,youtube,www.youtube.com/watch?v=cxfStSEhGUY,cxfStSEhGUY,https://www.youtube.com/watch?v=cxfStSEhGUY,People & Blogs,8229,,,8169.0,8199.0,,504,,,2.894999980926513,3.082900047302246,,,,499.0,503.0,,502,2,,,,,,,,,,,,,,,Lifestyle,2024-03-02 05:58,Alivia Smith,,,,JelAT5rbYPgibBWrEPcV4Q,10,False,,,,nan,nan,nan,,,nan,nan
111,Sylvester Stallone on procrastination  #unwaxedpodcast,youtube,www.youtube.com/watch?v=DjspO-_Yec4,DjspO-_Yec4,https://www.youtube.com/watch?v=DjspO-_Yec4,People & Blogs,5983,3183.0,3710.0,3879.0,4496.0,,503,3.128499984741211,3.372299909591675,3.665400028228759,4.222599983215332,,237.0,279.0,300.0,374.0,,472,31,,,,,,,,,,,,,,,"Entertainment,Film",2024-02-23 05:00,UNWAXED Podcast,126000.0,US,Entertainment,B71UN5rSflbTmmaXZEVzqg,50,False,,,,nan,nan,nan,,,nan,nan
112,The 30 second habit that makes procrastination impossible.,youtube,www.youtube.com/watch?v=7ZOo6mdnAzo,7ZOo6mdnAzo,https://www.youtube.com/watch?v=7ZOo6mdnAzo,Entertainment,11376,1206.0,1815.0,2549.0,4081.0,9539.0,502,3.951900005340576,3.4653000831604,3.078399896621704,2.739399909973144,2.463299989700317,112.0,139.0,164.0,218.0,430.0,459,43,,,,,,,,,,,,,,,Lifestyle,2024-01-27 15:17,Reysu,51800.0,US,Science & Tech,bDmEdLs-SB3FjrDFQJ4TDg,541,False,,,,nan,nan,nan,,,nan,nan
113,Procrastination is the SLEEP PARALYSIS DEMON WHILE YOU ARE AWAKE,youtube,www.youtube.com/watch?v=bJYAFYQxV3g,bJYAFYQxV3g,https://www.youtube.com/watch?v=bJYAFYQxV3g,Education,6367,908.0,5604.0,6367.0,,,500,6.859899997711182,3.745699882507324,3.7218000888824463,,,147.0,466.0,500.0,,,474,26,,,,,,,,,,,,,,,Religion,2024-03-17 16:15,Tai Jackson,109000.0,US,People & Blogs,AVwwsNt0UG3XSqilzYxMDg,61,False,,,,nan,nan,nan,,,nan,nan
114,Memes to fuel procrastination V1,youtube,www.youtube.com/watch?v=hf88W1kuW-U,hf88W1kuW-U,https://www.youtube.com/watch?v=hf88W1kuW-U,People & Blogs,5400,,,5374.0,5390.0,5395.0,497,,,4.494699954986572,4.796800136566162,5.026800155639648,,,500.0,499.0,499.0,491,6,,,,,,,,,,,,,,,Entertainment,2023-12-26 00:52,Procrastinaystar,,,,oDSaFkSCjPyylOLdqppRDg,55,False,,,,nan,nan,nan,,,nan,nan
115,Procrastination at its finest👏🏻 #model #rachelpizzolato #tallgirl #youtubeshorts #repair,youtube,www.youtube.com/watch?v=UKuxr5nJR8I,UKuxr5nJR8I,https://www.youtube.com/watch?v=UKuxr5nJR8I,Entertainment,5707,2642.0,3436.0,3903.0,4896.0,5650.0,485,5.057300090789795,4.946300029754639,5.002799987792969,4.893700122833252,4.665299892425537,318.0,379.0,412.0,472.0,485.0,466,19,,,,,,,,,,,https://www.facebook.com/115448968211497?brand_redir=DISABLE,rachel_pizzolato,https://www.tiktok.com/@rachel_pizzolato,,"Lifestyle,Pet",2024-02-16 01:50,Rachel Pizzolato,308000.0,US,People & Blogs,yNlnI6hQO3pVHswmGYvQxA,11,False,,,,nan,nan,nan,,,nan,nan
116,The Only Video You Need To Kickstart Your Exam Preparation🤯 (3 Secrets to Kill Procrastination),youtube,www.youtube.com/watch?v=oQeePQZ45ns,oQeePQZ45ns,https://www.youtube.com/watch?v=oQeePQZ45ns,Education,5229,924.0,1620.0,2384.0,4543.0,5229.0,483,5.547699928283691,4.982600212097168,5.148900032043457,4.804599761962891,5.020100116729736,122.0,180.0,259.0,430.0,483.0,451,32,,,,,,,,,,,,,,,Knowledge,2024-02-01 12:30,CA CS Yogita Harjani,35400.0,IN,Entertainment,Ctkza4UMeZH8iRMlt2zmPQ,466,False,,,,nan,nan,nan,,,nan,nan
117,Tristan Tate on Why He Loves Procrastination,youtube,www.youtube.com/watch?v=sDLhdzOoOxo,sDLhdzOoOxo,https://www.youtube.com/watch?v=sDLhdzOoOxo,People & Blogs,10953,,10369.0,10692.0,10922.0,10952.0,482,,2.007400035858154,2.09879994392395,2.267800092697143,2.419899940490722,,460.0,469.0,483.0,485.0,478,4,,,,,,,,,,,,,,Tristan Tate,Lifestyle,2024-01-20 18:09,Masculine Hood,376.0,IE,Entertainment,Y8vSPvTzP_q7Q6VTz17THQ,18,False,"Pop Culture & Entertainment,Pop Culture & Entertainment/Celebrities,Pop Culture & Entertainment/Celebrities/Internet Celebrities",,,nan,nan,nan,,,nan,nan
118,You Can Beat Procrastination: Closet Declutter Edition,youtube,www.youtube.com/watch?v=PPF_C-tpoh8,PPF_C-tpoh8,https://www.youtube.com/watch?v=PPF_C-tpoh8,People & Blogs,7487,539.0,1729.0,5049.0,6312.0,7324.0,481,4.578999996185303,3.611500024795532,2.833499908447265,2.916699886322021,3.424599885940551,58.0,138.0,299.0,359.0,459.0,430,51,,,,,,,,,,,,rozannepaxman,,,"Hobby,Lifestyle",2024-01-05 17:00,Towards a Simple Life,7600.0,US,Home & DIY,63ggZuVhZ3yNqjYBf0u11w,1006,False,,,,nan,nan,nan,,,nan,nan
119,How to Defeat Procrastination & Maintain Motivation for Achieving Goals,youtube,www.youtube.com/watch?v=NpMmKsxr1PA,NpMmKsxr1PA,https://www.youtube.com/watch?v=NpMmKsxr1PA,Education,6133,3894.0,4683.0,4939.0,5350.0,5875.0,471,3.813800096511841,3.787600040435791,3.923500061035156,4.045100212097168,4.260000228881836,349.0,392.0,405.0,422.0,458.0,433,38,,,,,,,,,,,https://www.facebook.com/79979911177?brand_redir=DISABLE,drjoshaxe,,,"Health,Knowledge",2024-01-09 11:00,Dr. Josh Axe,2260000.0,US,"Health, Fitness & Self Help",gtp61tf9tYF7nG_gIQ94LQ,1734,False,,,,nan,nan,nan,,,nan,nan
120,ከዚህ ቪድዮ በኃላ Procrastination ታቆማላችሁ,youtube,www.youtube.com/watch?v=w9G2W0oR9a8,w9G2W0oR9a8,https://www.youtube.com/watch?v=w9G2W0oR9a8,Education,3721,,1522.0,1704.0,2875.0,3530.0,470,,8.212900161743164,8.39169979095459,7.028600215911865,7.020599842071533,,275.0,296.0,390.0,456.0,415,55,,,,,,,,,,,,,,,,2023-12-28 04:46,Mike Unscripted,,,,8uNezISTdZfZLq_PvgwKcw,821,False,,,,nan,nan,nan,,,nan,nan
121,Prayer To Overcome Laziness And Procrastination | Daily Night Prayer With Fernando Perez,youtube,www.youtube.com/watch?v=IAIlniOZzrw,IAIlniOZzrw,https://www.youtube.com/watch?v=IAIlniOZzrw,People & Blogs,3287,2911.0,2993.0,3033.0,3144.0,3271.0,461,6.293099880218506,6.622300148010254,6.937900066375732,7.330100059509277,7.659500122070312,436.0,442.0,444.0,454.0,461.0,422,39,,,,,,,,,,,,,,,"Religion,Society",2024-02-15 01:01,Evangelist Fernando Perez,575000.0,US,People & Blogs,WyoHxd5T7WjiObgYzemWrw,4373,True,,,,nan,nan,nan,,,nan,nan
122,Procrastination Solved In 5 Minutes,youtube,www.youtube.com/watch?v=9n228GIV5oU,9n228GIV5oU,https://www.youtube.com/watch?v=9n228GIV5oU,Education,11685,,,11477.0,11672.0,,460,,,1.87059998512268,2.000499963760376,,,,453.0,460.0,,451,9,,,,,,,,,,,,,,podcast,,2024-02-23 16:00,VictoryHub,,,,8RUoO2y4-sG6X-bJK0j1QQ,28,False,"Pop Culture & Entertainment,Science & Technology,Science & Technology/Technology,Science & Technology/Technology/Computers & Internet",,,nan,nan,nan,,,nan,nan
123,How to Crack the Procrastination Code (For Good),youtube,www.youtube.com/watch?v=JF-G07Yktdw,JF-G07Yktdw,https://www.youtube.com/watch?v=JF-G07Yktdw,Education,5145,1233.0,1652.0,1942.0,2471.0,3771.0,449,5.659999847412109,5.313700199127197,5.445000171661377,5.229899883270264,5.086299896240234,164.0,194.0,221.0,252.0,351.0,414,35,,,,,,,,,,,,imtimkoa,,,Lifestyle,2024-01-19 15:00,Tim Koa,152000.0,CA,Home & DIY,g8jb5qTZWa9WLBT6-JBsnw,818,False,,,,nan,nan,nan,,,nan,nan
124,10 Tips for Mastering Time Management  Increase Productivity and Beat Procrastination,youtube,www.youtube.com/watch?v=CSZvfio33W8,CSZvfio33W8,https://www.youtube.com/watch?v=CSZvfio33W8,Gaming,10262,7237.0,8505.0,9008.0,9801.0,10246.0,448,1.973999977111816,1.998299956321716,2.051899909973144,2.227099895477295,2.376300096511841,340.0,379.0,390.0,430.0,448.0,443,5,,,,,,,,,,,https://www.facebook.com/475053745870665?brand_redir=DISABLE,jeromeaceti,https://www.tiktok.com/@jeromeaceti,Minecraft,"Action-adventure game,Action game,Role-playing video game,Video game culture",2024-02-15 23:00,JeromeASF,5430000.0,US,Gaming,rYnLkVfvVf0Qy0YOUQdk2A,16,False,"Video Games,Video Games/Video Game Franchises,Video Games/Video Game Franchises/Minecraft",,,nan,nan,nan,,,nan,nan
125,How to Avoid Getting distracted? 🔥|| The END of procrastination 🤯 || Prashant Kirad @ExpHub,youtube,www.youtube.com/watch?v=MqtQJmIcXL8,MqtQJmIcXL8,https://www.youtube.com/watch?v=MqtQJmIcXL8,People & Blogs,6093,,,2674.0,4997.0,6092.0,438,,,4.366000175476074,3.920300006866455,3.928800106048584,,,244.0,382.0,438.0,416,22,,,,,,,,,,,,,,,Knowledge,2024-01-30 13:30,Prashant Kirad Clips,8980.0,IN,General Interest,X04YBBH08tGVve7DoWWLMQ,94,False,,,,nan,nan,nan,,,nan,nan
126,Shifter: Antarctica Procrastination,youtube,www.youtube.com/watch?v=xW8qvuOFBfA,xW8qvuOFBfA,https://www.youtube.com/watch?v=xW8qvuOFBfA,Entertainment,2732,1616.0,2026.0,2225.0,2422.0,2732.0,435,7.696100234985352,8.366600036621094,8.456299781799316,8.593000411987305,8.653499603271484,296.0,378.0,397.0,410.0,435.0,305,130,,,,,,,,,,,,,,,Lifestyle,2024-02-10 21:43,DANIEL MILNOR,15100.0,US,General Interest,UeQwttArAI7yDE2l_GeNtw,554,False,,,,nan,nan,nan,,,nan,nan
127,If procrastination were a person:,youtube,www.youtube.com/watch?v=zepp6mmqIj4,zepp6mmqIj4,https://www.youtube.com/watch?v=zepp6mmqIj4,Comedy,5037,1598.0,2032.0,2249.0,2904.0,4204.0,428,6.896900177001953,6.346399784088135,6.361100196838379,5.827499866485596,5.095300197601318,259.0,285.0,299.0,330.0,392.0,361,67,,,,,,,,,,,,,,,Lifestyle,2024-01-25 03:20,JGao,671000.0,SG,Entertainment,fsZjWknO75nMEEaIJ5ozXg,316,False,,,,nan,nan,nan,,,nan,nan
128,"#procrastination level: Expert. But hey, #selfstudy waits for no one. Let's get this bread..",youtube,www.youtube.com/watch?v=tDVCKNUuRdo,tDVCKNUuRdo,https://www.youtube.com/watch?v=tDVCKNUuRdo,Education,4796,3113.0,3508.0,3735.0,4302.0,4791.0,426,3.482300043106079,3.719899892807007,4.02239990234375,4.401199817657471,4.843800067901611,258.0,291.0,317.0,373.0,427.0,418,8,,,,,,,,,,,,,,,Technology,2024-02-16 15:58,Tina Huang,627000.0,US,Science & Tech,2UXDak6o7rBm23k3Vv5dww,41,False,,,,nan,nan,nan,,,nan,nan
129,HOW TO: Overcome PROCRASTINATION In 2024 (Take Notes),youtube,www.youtube.com/watch?v=hvVY51OnEUQ,hvVY51OnEUQ,https://www.youtube.com/watch?v=hvVY51OnEUQ,Entertainment,5786,3547.0,4493.0,4790.0,5187.0,5600.0,423,3.623100042343139,3.5952999591827397,3.695899963378906,3.865700006484985,4.049600124359131,302.0,357.0,370.0,391.0,415.0,377,46,,,,,,,,,,,https://www.facebook.com/1075777705848897?brand_redir=DISABLE,derrickgracetwo,,,Lifestyle,2024-01-09 20:12,Derrick Grace II,193000.0,US,People & Blogs,_VDhHOI7FvMCSyAdS-wMIg,2333,False,,,,nan,nan,nan,,,nan,nan
130,Negative beliefs are the root of Procrastination! Think positive 💜 #short #selfimprovement #funny,youtube,www.youtube.com/watch?v=FcvQnQH35k8,FcvQnQH35k8,https://www.youtube.com/watch?v=FcvQnQH35k8,People & Blogs,9675,,,9592.0,9639.0,,421,,,2.065299987792968,2.189599990844726,,,,418.0,420.0,,409,12,,,,,,,,,,,,,,,Lifestyle,2024-03-07 02:24,MYLSD DOSE,,,,k_lbVAWM5Fxu4GPqlGud_Q,11,False,,,,nan,nan,nan,,,nan,nan
131,How to kill procrastination,youtube,www.youtube.com/watch?v=rS9HE0-U5hU,rS9HE0-U5hU,https://www.youtube.com/watch?v=rS9HE0-U5hU,People & Blogs,3558,190.0,1197.0,1875.0,2635.0,,416,8.920599937438965,5.38129997253418,5.560800075531006,5.664000034332275,,40.0,143.0,220.0,297.0,,355,61,,,,,,,,,,,,,,,"Action-adventure game,Role-playing video game,Video game culture",2024-03-02 23:23,BlaineTheDog,3190.0,US,Entertainment,WHIIbEUAG8d1uYnSdzYsoQ,499,False,,,,nan,nan,nan,,,nan,nan
132,मन नही करे तब भी पढ़ना होगा || Discipline = Success ✅ || Stop Procrastination,youtube,www.youtube.com/watch?v=IQowQk_MEy8,IQowQk_MEy8,https://www.youtube.com/watch?v=IQowQk_MEy8,Education,6394,3412.0,4133.0,4805.0,5745.0,,411,3.638700008392334,3.465800046920776,3.521199941635132,3.428800106048584,,293.0,318.0,357.0,392.0,,351,60,,,,,,,,,,,,,,,Knowledge,2024-03-07 06:47,NEEV ,107000.0,IN,Education,Vs9oKvZbUe0Mq9zBL62ZSw,104,False,,,,nan,nan,nan,,,nan,nan
133,ጽባሕ ክገብሮ እየ እንዳበልካ ምድንጓይ ዘምጽኦ ክሳራ (procrastination)  #eritrea#tigray#tigrignamusic#gdrar#ethiopia,youtube,www.youtube.com/watch?v=R92OddEMnDo,R92OddEMnDo,https://www.youtube.com/watch?v=R92OddEMnDo,People & Blogs,8017,2234.0,4159.0,5090.0,7379.0,,409,2.541599988937378,2.53439998626709,2.560499906539917,2.553800106048584,,134.0,234.0,275.0,375.0,,357,52,,,,,,,,,,,,,,,Music,2024-03-03 09:30,Meley Media,30200.0,GB,News & Politics,5OIRAJ7IpfWGTjVyJafz7g,4190,True,,,,nan,nan,nan,,,nan,nan
134,Still Scrolling YouTube Shorts? #procrastination #life,youtube,www.youtube.com/watch?v=DBPIkGrGZ5g,DBPIkGrGZ5g,https://www.youtube.com/watch?v=DBPIkGrGZ5g,Entertainment,13147,2182.0,10932.0,12767.0,13109.0,13145.0,408,0.8191000223159791,1.494199991226196,1.484099984169006,1.59220004081726,1.696099996566772,42.0,361.0,396.0,407.0,408.0,391,17,,,,,,,,,,,,,,,Lifestyle,2024-01-30 20:30,Brain Gum,2420.0,CA,Animals & Pets,Z0r82anfrvlv0enm0MCoGQ,28,False,,,,nan,nan,nan,,,nan,nan
135,Procrastination is my fav thing ☺️ inst:Margo Bloom ✨ #lol #relatable #fyp,youtube,www.youtube.com/watch?v=hXmGSe1FUWM,hXmGSe1FUWM,https://www.youtube.com/watch?v=hXmGSe1FUWM,Music,11974,1173.0,10852.0,11434.0,11943.0,,403,1.2537000179290771,1.578500032424926,1.6454999446868892,1.712900042533874,,35.0,382.0,397.0,403.0,,392,11,,,,,,,,,,,,margo.bloom,https://www.tiktok.com/@margo_bloom,humor,Lifestyle,2024-02-29 22:00,Margo Bloom,935.0,US,Entertainment,TtiRqU9xYSkWiZq8BTeyrw,7,False,"Pop Culture & Entertainment,Pop Culture & Entertainment/Humor",,,nan,nan,nan,,,nan,nan
136,How to overcome procrastination,youtube,www.youtube.com/watch?v=dqfkT8hMKFA,dqfkT8hMKFA,https://www.youtube.com/watch?v=dqfkT8hMKFA,Education,5249,2589.0,3153.0,3835.0,5105.0,,403,3.256900072097778,3.47160005569458,3.4479000568389893,3.809400081634521,,199.0,243.0,279.0,387.0,,393,10,,,,,,,,,,,,,,,,2024-03-12 15:50,Tina Huang,627000.0,US,Science & Tech,2UXDak6o7rBm23k3Vv5dww,45,False,,,,nan,nan,nan,,,nan,nan
137,How to Overcome Procrastination? #chetanbhagat #motivation #inspiration,youtube,www.youtube.com/watch?v=JHAgF9FxwRc,JHAgF9FxwRc,https://www.youtube.com/watch?v=JHAgF9FxwRc,Entertainment,3557,2386.0,2741.0,3015.0,,,401,4.688399791717529,4.8643999099731445,5.218800067901611,,,264.0,296.0,332.0,,,389,12,,,,,,,,,,,https://www.facebook.com/181544941601?brand_redir=DISABLE,chetanbhagat,https://www.tiktok.com/@authorchetanbhagat,,Health,2024-03-15 08:00,Chetan Bhagat,732000.0,IN,People & Blogs,MhRbMzPqr_vca_bISQyvsA,60,False,,,,nan,nan,nan,,,nan,nan
138,How to destroy procrastination ❌  #copywriting #business,youtube,www.youtube.com/watch?v=vCG8106N0Mo,vCG8106N0Mo,https://www.youtube.com/watch?v=vCG8106N0Mo,Education,2954,1524.0,1877.0,2054.0,2521.0,2921.0,401,6.839700222015381,6.586900234222412,6.844200134277344,7.316800117492676,7.405099868774414,246.0,272.0,291.0,356.0,398.0,388,13,,,,,,,,,,,,,,,,2023-12-28 00:15,Tyson 4D,112000.0,US,Education,6yRBiQFAODGoxrWcPokqcQ,27,False,,,,nan,nan,nan,,,nan,nan
