Video_Title,Platform,YouTube_AdWords_Placement,YouTube_Video_ID,Video_URL,YouTube_Category,Views,V1,V2,V3,V7,V30,Total_Engagements,ER1,ER2,ER3,ER7,ER30,E1,E2,E3,E7,E30,Likes,Comments,Twitter Favorites,Tweets,Facebook_Total_Engagements,Facebook_Likes,Facebook_Comments,Facebook_Loves,Facebook_Hahas,Facebook_Wows,Facebook_Sads,Facebook_Angrys,Facebook_Page_URL,Instagram handle,TikTok_Account_URL,Topics,YouTube_Topics,Published_Date,Creator,Creator_FollowerCount_or_YouTube_Subscribers,Creator_Country,Creator_Genre,YouTube_Channel_ID,Duration (seconds),Live,Categories,Sound Title,Sound Author
Don't let procrastination kill your hopes and dreams #motivation #success #business #money #fyp,youtube,www.youtube.com/watch?v=HMElkvnMsYU,HMElkvnMsYU,https://www.youtube.com/watch?v=HMElkvnMsYU,Entertainment,13431,4105,8304,10865,12493,,1651,5.998000144958496,5.983399868011475,6.229000091552734,6.407599925994873,,586,1108,1428,1577,,1627,24,,,,,,,,,,,https://www.facebook.com/246686818686875?brand_redir=DISABLE,tailopez,https://www.tiktok.com/@tailopez,"business,entrepreneurship,cryptocurrency,bitcoin",,2024-02-22 20:36,Tai Lopez,2430000,US,People & Blogs,ZGNLDywn8hgzqrC9Mlz_Pw,52,False,"Business & Finance,Business & Finance/Entrepreneurship & Small Business,Business & Finance/Finance,Business & Finance/Finance/Cryptocurrencies",,
Procrastination Will End You | Back Day,youtube,www.youtube.com/watch?v=LERN5dDMukc,LERN5dDMukc,https://www.youtube.com/watch?v=LERN5dDMukc,Entertainment,22953,11591,15267,16529,19071,22585,1623,3.791699886322021,3.703900098800659,3.790600061416626,3.851500034332275,3.876699924468994,1046,1261,1322,1447,1611,1520,103,,,,,,,,,,,,alex_eubank15,https://www.tiktok.com/@alexeubank1.0,"dietary supplement,bench press,procrastination,physical fitness,physical exercise,gymnasium","Health,Lifestyle,Physical fitness",2024-02-12 13:23,Alex Eubank,1240000,US,"Health, Fitness & Self Help",x1LMNir8yqk6otSBCB-AQw,943,False,"Health & Fitness,Health & Fitness/Exercise & Workouts,Health & Fitness/Health",,
"2023 :J’ai eu mon premier date, procrastination, ma relation avec DIEU, Burn out des réseaux sociaux",youtube,www.youtube.com/watch?v=sChV13ZlbSY,sChV13ZlbSY,https://www.youtube.com/watch?v=sChV13ZlbSY,People & Blogs,25532,9236,13798,16399,20691,24580,1588,3.925400018692016,3.584399938583374,3.5332999229431152,3.450000047683716,3.476999998092651,852,1093,1211,1392,1564,1558,30,,,,,,,,,,,,,,,Lifestyle,2024-01-10 18:00,Mereh Lbrs,75500,FR,Beauty,PT0jfQSDQSr5KAeUB_Uuaw,1151,False,,,
Fix your Procrastination with these 3 Steps,youtube,www.youtube.com/watch?v=l7z_m2-KVTM,l7z_m2-KVTM,https://www.youtube.com/watch?v=l7z_m2-KVTM,Entertainment,54054,1916,3205,11906,21721,44617,1568,1.376999974250793,1.228299975395202,1.129299998283386,1.149799942970275,1.4930000305175781,62,87,281,487,1219,1545,23,,,,,,,,,,,,,,procrastination,Health,2024-01-19 18:04,Chris Donnelly,47600,US,Entertainment,WrdQQEuRpuRnLbCLg0pOUw,57,False,"Health & Fitness,Health & Fitness/Health",,
এই নিয়মটা জীবন বদলে দেবে | The 5 Second Rule Book Summary | Stop Procrastination & Laziness | Bangla,youtube,www.youtube.com/watch?v=R8pqac9VyQg,R8pqac9VyQg,https://www.youtube.com/watch?v=R8pqac9VyQg,Education,36388,5543,12349,15475,25261,35457,1500,3.570300102233886,2.632699966430664,2.575599908828735,2.353100061416626,2.254699945449829,471,725,841,1171,1471,1475,25,,,,,,,,,,,,,,,,2024-02-06 16:07,Only Few Minute,186000,IN,Business,YUmnSiVDLJ0X1Rz3DyHWgQ,713,False,,,
Don’t Wait For Things to be Perfect - Theo Von #motivation #success #procrastination #perfect,youtube,www.youtube.com/watch?v=zJP0XDaA_dY,zJP0XDaA_dY,https://www.youtube.com/watch?v=zJP0XDaA_dY,People & Blogs,15148,,,2981,3938,15014,1396,,,2.391499996185302,3.463900089263916,5.066299915313721,,,149,266,1392,1380,16,,,,,,,,,,,,,,,,2024-01-16 02:38,For The Ambitious,,,,6cqpZMPwIb_jQPC7hMatzA,28,False,,,
5 Tricks to Stop Procrastination and Take Action | How to Stop Being Lazy | Malayalam,youtube,www.youtube.com/watch?v=pIUN0YvEfoI,pIUN0YvEfoI,https://www.youtube.com/watch?v=pIUN0YvEfoI,Education,16745,6390,8740,9873,12289,16180,1391,5.142000198364258,4.7870001792907715,4.86269998550415,4.770899772644043,4.598400115966797,782,933,1013,1155,1369,1307,84,,,,,,,,,,,,motivefocus,https://www.tiktok.com/@motive.focus,,,2024-02-04 14:30,Motive Focus,689000,IN,"Health, Fitness & Self Help",vN7q3vN_DrPOA8Afrc741w,533,False,,,
අපි වැඩ කල්දාන්නෙ ඇයි? වැඩ කල්දාන එක නවත්තගන්න හැටි Beat Procrastination | Sinhala | Sri Lanka,youtube,www.youtube.com/watch?v=p3WG069eJT8,p3WG069eJT8,https://www.youtube.com/watch?v=p3WG069eJT8,Science & Technology,13042,3661,5643,7105,9847,11798,1388,6.776400089263916,6.262499809265137,6.040599822998047,5.947400093078613,6.039700031280518,583,781,897,1142,1304,1175,213,,,,,,,,,,,,,,,Society,2024-01-05 11:41,Dr. DON Explains,68700,AU,Business,S__rttgk9miqL4CoyFRLgw,907,False,,,
Der Grund wieso du vor dem Schlafen nicht vom Handy wegkommst 😴😖! Revenge bedtime procrastination,youtube,www.youtube.com/watch?v=s3BtIOr8fUo,s3BtIOr8fUo,https://www.youtube.com/watch?v=s3BtIOr8fUo,People & Blogs,20401,4735,5381,5825,6374,13018,1387,3.441999912261963,3.700000047683716,3.909899950027466,4.143400192260742,3.865999937057495,383,440,476,515,921,1381,6,,,,,,,,,,,,henryhildebrandt99,https://www.tiktok.com/@henryhildebrandt99,,"Entertainment,Health",2024-01-04 15:17,Henry Hildebrandt,43800,DE,General Interest,h5WGHksl3i1KE_vrWjJt3w,49,False,,,
LA PROCRASTINATION DÉGUISÉE,youtube,www.youtube.com/watch?v=san95swuvkI,san95swuvkI,https://www.youtube.com/watch?v=san95swuvkI,Howto & Style,15866,8477,10756,12197,14585,,1344,4.433700084686279,4.401500225067139,4.402400016784668,4.375699996948242,,887,1051,1133,1270,,1252,92,,,,,,,,,,,,,,,"Health,Knowledge",2024-03-10 08:00,Emilio,718000,FR,News & Politics,5TrH3R5Cvus2xLmHy0nhbQ,713,False,,,
आलस्य और कमज़ोरी दूर करने के तरीक़े | Buddhist Story on laziness | Laziness and Procrastination,youtube,www.youtube.com/watch?v=D6yoGGdhsAk,D6yoGGdhsAk,https://www.youtube.com/watch?v=D6yoGGdhsAk,Education,27749,7900,10229,11557,16069,25240,1318,2.795599937438965,2.649699926376342,2.724200010299682,2.80839991569519,2.63700008392334,519,599,658,880,1218,1201,117,,,,,,,,,,,,,,,Religion,2024-01-18 15:18,Buddha Inspired   ,1070000,IN,People & Blogs,rH9jDcskysTUad3OaVJXlw,923,False,,,
8 things that (quickly) cured my procrastination,youtube,www.youtube.com/watch?v=fFY7UjoOGwk,fFY7UjoOGwk,https://www.youtube.com/watch?v=fFY7UjoOGwk,Education,18211,5680,8503,10445,15805,,1276,3.767299890518188,3.734800100326538,3.72979998588562,3.72950005531311,,505,705,822,1173,,1177,99,,,,,,,,,,,https://www.facebook.com/2454286231270500?brand_redir=DISABLE,muhammad.andalusi,,remedy,Religion,2024-03-03 17:00,Muhammad Al Andalusi,79200,AE,Education,7k9t21Hh7cTBMnwNiLShug,457,True,"Health & Fitness,Health & Fitness/Health,People & Lifestyles",,
Procrastination ही हमारी generation का दुश्मन है 🤧#Shorts #TMKOC #TaarakMehtaKaOoltaChashmah #Bagha,youtube,www.youtube.com/watch?v=5rQrIG1MOSY,5rQrIG1MOSY,https://www.youtube.com/watch?v=5rQrIG1MOSY,Entertainment,33885,20578,22779,23535,25773,,1275,1.455800056457519,1.6398999691009521,1.766000032424926,1.878999948501587,,713,833,877,954,,1267,8,,,,,,,,,,,https://www.facebook.com/621805291226782?brand_redir=DISABLE,sonypalindia,,,"Entertainment,Film,Television program",2024-02-20 09:30,Sony PAL,41900000,IN,Entertainment,w7xjxzbMwgBSmbeYwqYRMg,22,False,,,
Conquering Procrastination: How to Get Things Done When You Have No Motivation,youtube,www.youtube.com/watch?v=j2idQsrDfXQ,j2idQsrDfXQ,https://www.youtube.com/watch?v=j2idQsrDfXQ,Entertainment,11747,,4149,4799,8010,11747,1255,,6.64169979095459,6.650100231170654,6.203800201416016,5.8379998207092285,,609,667,969,1255,1157,98,,,,,,,,,,,,,,"procrastination,exertion,focusing","Lifestyle,Religion",2024-01-23 23:00,Kylia Jackson | Organize My Thoughts Podcast ,31400,US,People & Blogs,h53UmxVSveYsS_La9X5soA,795,False,"Health & Fitness,Health & Fitness/Health",,
TTID 262 v1 DK 2023 34W Procrastination EN VIDEO 9x16 step,youtube,www.youtube.com/watch?v=Puv8hQpvngc,Puv8hQpvngc,https://www.youtube.com/watch?v=Puv8hQpvngc,People & Blogs,35556,,,,,,1211,,,,,,,,,,,1210,1,,,,,,,,,,,,,,,,2024-01-06 12:21,Today Is The Day,128,,General Interest,DTdpXmngT4PmA0SBapu1MA,45,False,,,
How a Single Sound From UNDERTALE Stopped My Procrastination.,youtube,www.youtube.com/watch?v=z9Y0bhOeOaY,z9Y0bhOeOaY,https://www.youtube.com/watch?v=z9Y0bhOeOaY,Gaming,10941,4627,8676,9229,10928,,1113,5.549600124359131,4.807700157165527,4.965799808502197,5.118000030517578,,606,926,967,1113,,1059,54,,,,,,,,,,,,,,"humor,Curious","Action-adventure game,Role-playing video game,Strategy video game,Video game culture",2024-03-13 23:30,MingREEEEEE,9860,US,General Interest,KYoK3Pxf5XaqJ69B0wYKTQ,253,False,"Music,Pop Culture & Entertainment,Pop Culture & Entertainment/Humor",,
How to Stop Procrastination & Increase Motivation #snehdesaireels #ytshorts,youtube,www.youtube.com/watch?v=nr9uvFPkpEM,nr9uvFPkpEM,https://www.youtube.com/watch?v=nr9uvFPkpEM,Education,6382,1695,2306,2782,4999,6033,1092,7.757500171661377,8.300200462341309,8.788599967956543,8.955599784851074,9.401800155639648,309,423,511,873,1038,1083,9,,,,,,,,,,,https://www.facebook.com/171708226216780?brand_redir=DISABLE,coachsnehdesai,https://www.tiktok.com/@snehworld,,,2024-01-23 14:12,Sneh Desai,682000,IN,Education,Jxd466Km0gvZK_XzX-VIbQ,61,False,,,
Parents Sacrifice Everything For Children❤️ #PW #Shorts #Procrastination,youtube,www.youtube.com/watch?v=peF2F4fXTGY,peF2F4fXTGY,https://www.youtube.com/watch?v=peF2F4fXTGY,Education,7483,4258,5356,5866,6863,7409,1088,7.045599937438965,7.003600120544434,7.316500186920166,7.68149995803833,8.01710033416748,705,829,897,1028,1087,1064,24,,,,,,,,,,,,,,,Knowledge,2024-01-13 12:56,CA Wallah by PW,249000,IN,Education,2amkJX5zDyQJ0mDajAWRSA,56,False,,,
ASMR: waking you up from your procrastination nap,youtube,www.youtube.com/watch?v=osZ2gjEgJi8,osZ2gjEgJi8,https://www.youtube.com/watch?v=osZ2gjEgJi8,People & Blogs,27808,14600,19224,21010,24170,,1068,2.275399923324585,2.122900009155273,2.1338999271392822,2.087399959564209,,784,906,946,1004,,1034,34,,,,,,,,,,,,,,"Instagram,autonomous sensory meridian response",Lifestyle,2024-03-03 20:00,Before Knightfalls,148000,US,Entertainment,OFQ5mWaf987GB6Jllnugww,719,False,"Pop Culture & Entertainment,Pop Culture & Entertainment/Social Media,Pop Culture & Entertainment/Social Media/Oddly Satisfying Videos,Pop Culture & Entertainment/Social Media/Oddly Satisfying Videos/ASMR Videos",,
Pourquoi la PROCRASTINATION est la clé de la PRODUCTIVITÉ,youtube,www.youtube.com/watch?v=x4XZ_7vNBiA,x4XZ_7vNBiA,https://www.youtube.com/watch?v=x4XZ_7vNBiA,Education,11492,5057,7003,7914,9724,11492,1040,4.528200149536133,4.527200222015381,4.593200206756592,4.901800155639648,4.918399810791016,545,707,767,939,1040,971,69,,,,,,,,,,,,,https://www.tiktok.com/@iamjustjoff,,Knowledge,2024-02-18 17:08,Joff,82000,FR,General Interest,wil85bc804ArFU2XSPQ8Sw,541,False,,,
PROCRASTINATION IS KEY!  FULL TIME RV!,youtube,www.youtube.com/watch?v=a-XHCW6cRfQ,a-XHCW6cRfQ,https://www.youtube.com/watch?v=a-XHCW6cRfQ,Travel & Events,6522,4715,5463,5833,6286,,1006,7.189499855041504,7.387899875640869,7.653800010681152,7.906199932098389,,800,896,942,989,,819,187,,,,,,,,,,,,,,,Lifestyle,2024-03-09 11:00,Untethered,6280,US,"Cars, Trucks & Racing",Mt-TcwCY_K6JpcY88mGlfg,1563,False,,,
Ali Abdaal: The Productivity Expert on Eradicating Your Procrastination,youtube,www.youtube.com/watch?v=vHX130xs5M4,vHX130xs5M4,https://www.youtube.com/watch?v=vHX130xs5M4,Education,53544,10025,16514,21305,31893,50019,1006,1.358299970626831,1.282299995422363,1.264400005340576,1.169000029563903,1.029099941253662,320,468,563,727,942,969,37,,,,,,,,,,,https://www.facebook.com/106916630928712?brand_redir=DISABLE,,https://www.tiktok.com/@high_performance,attention deficit hyperactivity disorder,"Health,Knowledge",2024-01-15 06:00,High Performance,347000,GB,Entertainment,T4hFq01krOatjiSG7z3iag,4569,False,"Health & Fitness,Health & Fitness/Health",,
A 1-Minute Prayer to Overcome Procrastination and Boost Your Productivity,youtube,www.youtube.com/watch?v=SMvqz_u6S_o,SMvqz_u6S_o,https://www.youtube.com/watch?v=SMvqz_u6S_o,Nonprofits & Activism,4971,2740,4170,4298,4465,4971,997,9.954999923706055,7.454699993133545,8.015299797058105,9.02750015258789,10.959699630737305,641,687,720,786,997,919,78,,,,,,,,,,,,,,,"Lifestyle,Religion",2024-01-26 02:00,Internet of Prayers,37400,US,People & Blogs,zA8LgH7uyDXDMiwkVYQ3Eg,47,False,,,
Overcoming Procrastination and Embracing Forward Momentum,youtube,www.youtube.com/watch?v=NEyM7q-aH3E,NEyM7q-aH3E,https://www.youtube.com/watch?v=NEyM7q-aH3E,People & Blogs,8600,4382,5570,6395,8272,,991,6.285299777984619,6.1381001472473145,6.032599925994873,5.8744001388549805,,650,759,814,967,,952,39,,,,,,,,,,,https://www.facebook.com/223017514382683?brand_redir=DISABLE,leeharrisenergy,https://www.tiktok.com/@leeharrisenergy,,Religion,2024-03-09 03:05,LeeHarrisEnergy,333000,US,People & Blogs,hi8D8p41lA7ng4alum6J5Q,76,False,,,
“The ‘Do It Now’ Strategy for Beating Procrastination and Boosting Productivity”,youtube,www.youtube.com/watch?v=VHg4BxprL-0,VHg4BxprL-0,https://www.youtube.com/watch?v=VHg4BxprL-0,Education,13280,6161,9066,10518,11833,12559,967,3.796400070190429,3.584800004959106,3.701999902725219,3.81820011138916,3.963900089263916,552,715,806,872,916,954,13,,,,,,,,,,,,,,,Health,2023-12-26 02:00,Motivax,63800,AE,People & Blogs,gA2PP1Icem2AdhYzuZ8YdA,61,False,,,
ASMR: procrastination cuddles,youtube,www.youtube.com/watch?v=MSGy8YFt348,MSGy8YFt348,https://www.youtube.com/watch?v=MSGy8YFt348,People & Blogs,27460,12906,17434,18623,21428,26636,948,2.2365999221801762,2.052599906921386,2.099499940872192,2.089400053024292,1.922000050544738,687,798,825,882,942,924,24,,,,,,,,,,,,,,"autonomous sensory meridian response,Instagram",Lifestyle,2024-02-09 20:00,Before Knightfalls,148000,US,Entertainment,OFQ5mWaf987GB6Jllnugww,850,False,"Pop Culture & Entertainment,Pop Culture & Entertainment/Social Media,Pop Culture & Entertainment/Social Media/Oddly Satisfying Videos,Pop Culture & Entertainment/Social Media/Oddly Satisfying Videos/ASMR Videos",,
😭 || Procrastinating.. || #procrastination || #gacha || 😔,youtube,www.youtube.com/watch?v=IE34z4MJLWA,IE34z4MJLWA,https://www.youtube.com/watch?v=IE34z4MJLWA,People & Blogs,10953,2803,3731,4361,5555,7795,945,5.374199867248535,5.117899894714355,5.200500011444092,5.298999786376953,5.117499828338623,354,422,474,574,730,873,72,,,,,,,,,,,,,,,"Entertainment,Film",2024-01-14 11:00,✨-Foxy_does_stuff-✨,82700,US,Gaming,fQQQ1Ftmg5dZ8POiIS73bw,5,False,,,
"la procrastination, ennemi intérieur à éliminer",youtube,www.youtube.com/watch?v=cpFuryeernE,cpFuryeernE,https://www.youtube.com/watch?v=cpFuryeernE,People & Blogs,8850,548,2819,4517,8758,8850,896,0.232999995350837,0.048200000077486004,9.607500076293945,5.281599998474121,5.532400131225586,3,3,907,902,896,896,0,,,,,,,,,,,,,,,Knowledge,2024-01-27 10:00,Stéphanie LUBRANO,64000,FR,General Interest,9ybaQ9CMEKxM2Y39Y-1BhA,365,False,,,
situations Nowadays 😔...... procrastination has become habit now....@Ambitioussweta,youtube,www.youtube.com/watch?v=yp744VvO3Y8,yp744VvO3Y8,https://www.youtube.com/watch?v=yp744VvO3Y8,People & Blogs,31441,2676,3411,3851,5240,13832,891,1.8842999935150142,1.878900051116943,1.957000017166137,1.928200006484985,1.7719999551773071,119,141,156,195,451,840,51,,,,,,,,,,,,,,,"Lifestyle,Music of Asia",2023-12-22 06:57,Ambitious Sweta,66200,IN,Entertainment,aliyqRw6VaZm7sYNVrl2eg,8,False,Pop Culture & Entertainment,,
❌ No More Procrastination ❌,youtube,www.youtube.com/watch?v=TFKfVzGW0D4,TFKfVzGW0D4,https://www.youtube.com/watch?v=TFKfVzGW0D4,Howto & Style,8977,4564,5682,6360,7896,,878,4.36359977722168,4.582200050354004,4.702099800109863,5.12309980392456,,470,578,631,805,,866,12,,,,,,,,,,,,jamila_musayeva,https://www.tiktok.com/@jamila_musayeva,,"Health,Lifestyle",2024-03-03 16:25,Jamila Musayeva,958000,GB,Fashion & Style,_JdSJJVKFla1Y57y1yLvVg,51,False,,,
The Cure to Procrastination in 2024,youtube,www.youtube.com/watch?v=b8f39Hh0sJk,b8f39Hh0sJk,https://www.youtube.com/watch?v=b8f39Hh0sJk,People & Blogs,8012,2533,3934,4515,6359,7542,869,5.526999950408935,5.647500038146973,5.733099937438965,5.6774001121521,5.941199779510498,329,491,541,704,820,793,76,,,,,,,,,,,,troyiamonay,https://www.tiktok.com/@iamtroyiamonay,,Lifestyle,2024-01-06 23:47,Troyia Monay,140000,US,Business,cXpXoFaT_TeYzWXrpN-Q-g,814,False,,,
Mind & Focus | How to get rid of Procrastination? | ہل جاؤ نہیں تو ہل جاؤ گے,youtube,www.youtube.com/watch?v=YVblHE4CsJI,YVblHE4CsJI,https://www.youtube.com/watch?v=YVblHE4CsJI,Education,9319,3961,4890,5413,6522,8362,867,5.242599964141846,5.135600090026855,5.179800033569336,5.181700229644775,5.149499893188477,488,555,586,659,788,704,163,,,,,,,,,,,https://www.facebook.com/376722666395537?brand_redir=DISABLE,hishamsarwar,https://www.tiktok.com/@hishamsarwar172,,Society,2024-01-15 15:22,Hisham Sarwar,1090000,PK,People & Blogs,w3jwyEmeiRdkS22sOjMsSA,651,True,,,
Work procrastination 🫠 #careeradvice #worklife #jobsearch,youtube,www.youtube.com/watch?v=0Jld_4B-q8c,0Jld_4B-q8c,https://www.youtube.com/watch?v=0Jld_4B-q8c,Education,48906,,,242,244,,830,,,,,,,,7,7,,826,4,,,,,,,,,,,https://www.facebook.com/87877000648?brand_redir=DISABLE,monster,,,Lifestyle,2024-02-28 02:18,Monster,16500,US,Entertainment,9FZA3OH1JcU1jD3j5cqBiQ,6,False,,,
My advice for procrastination | PirateSoftware Clips,youtube,www.youtube.com/watch?v=w9hyProO3tY,w9hyProO3tY,https://www.youtube.com/watch?v=w9hyProO3tY,Gaming,15983,15983,,,,,821,2.1582999229431152,,,,,821,,,,,778,43,,,,,,,,,,,,,,YouTube,"Action-adventure game,Action game,Role-playing video game,Strategy video game,Video game culture",2024-02-21 21:18,PirateClips,,US,Gaming,cxIjggyWC3L9QqXXhs2NMA,80,False,"Pop Culture & Entertainment,Pop Culture & Entertainment/Social Media,Video Games",,
FlossTube 143 - The twin evils of procrastination and obsession,youtube,www.youtube.com/watch?v=BahJKsZqcZQ,BahJKsZqcZQ,https://www.youtube.com/watch?v=BahJKsZqcZQ,People & Blogs,5968,3652,4464,4833,5508,5968,787,6.500400066375732,6.690299987792969,6.883999824523926,7.022500038146973,7.166800022125244,565,666,702,762,787,738,49,,,,,,,,,,,,,,,"Hobby,Lifestyle",2024-02-11 13:27,MommaLovesYouGB Michelle,12800,US,Home & DIY,Si1BKngHYs18yvMMzugcRA,1649,False,,,
"Conquer Procrastination, Achieve Success: The Path to a Fulfilling Life",youtube,www.youtube.com/watch?v=Ctg0Naxvs3w,Ctg0Naxvs3w,https://www.youtube.com/watch?v=Ctg0Naxvs3w,People & Blogs,29630,,,8599,10073,12314,779,,,1.018300056457519,1.089499950408935,1.1627000570297241,,,183,214,262,779,0,,,,,,,,,,,,,,,,2024-01-19 15:57,MellowFlow App,,,,Tuju7kxuCldPnowkiMMgwA,33,False,People & Lifestyles,,
Procrastination,youtube,www.youtube.com/watch?v=GEPJ6zQu-A4,GEPJ6zQu-A4,https://www.youtube.com/watch?v=GEPJ6zQu-A4,Nonprofits & Activism,12694,4448,11178,11384,11624,,737,3.286600112915039,2.462199926376342,2.576999902725219,2.706199884414673,,345,611,619,626,,726,11,,,,,,,,,,,https://www.facebook.com/337637849618668?brand_redir=DISABLE,,,,,2024-03-02 01:34,First Bible Baptist Church,2870,US,General Interest,nRyW3E83DvaBwVYPNq290A,47,False,Pop Culture & Entertainment,,
Procrastination. The reason why you won’t do the dishes #science,youtube,www.youtube.com/watch?v=lykEHbLm5Go,lykEHbLm5Go,https://www.youtube.com/watch?v=lykEHbLm5Go,People & Blogs,5930,2512,4321,4791,5352,5765,737,6.420199871063232,5.654799938201904,5.892199993133545,6.506100177764893,6.843599796295166,379,540,590,679,722,712,25,,,,,,,,,,,,,,,"Entertainment,Health",2024-01-27 20:16,Modern Day Eratosthenes,44400,US,Science & Tech,H9cogm-CFVxzvFi9LaGChQ,61,False,,,
"⏰ Time management / procrastination / Crack exams like UPSC, JEE , CA with these basic techniques",youtube,www.youtube.com/watch?v=SblhZQY-Aks,SblhZQY-Aks,https://www.youtube.com/watch?v=SblhZQY-Aks,Education,6558,3094,3762,4030,4688,5808,735,6.3403000831604,6.290599822998047,6.553699970245361,6.530600070953369,6.341400146484375,461,523,552,597,674,543,192,,,,,,,,,,,,,,,Knowledge,2024-01-04 16:01,Aastroind🌕,23900,IN,People & Blogs,hpWwCaQT5724IrYuOEj0hQ,1180,False,,,
How to Beat Procrastination #shorts #andrewhuberman #chriswilliamson,youtube,www.youtube.com/watch?v=ASi1D3dcvGU,ASi1D3dcvGU,https://www.youtube.com/watch?v=ASi1D3dcvGU,Education,14701,,,3231,4204,14244,698,,,1.377200007438659,1.939499974250793,2.578000068664551,,,93,159,672,692,6,,,,,,,,,,,,,,,Health,2024-01-14 00:00,Discipline Delta,,,,MYd_RijpVSbF2Baw6xyfqQ,60,False,,,
3 MINUTES GET RID OF LAZINESS IN! - The Scientific Rule for Killing the Habit of Procrastination,youtube,www.youtube.com/watch?v=LNS4Qkop964,LNS4Qkop964,https://www.youtube.com/watch?v=LNS4Qkop964,Science & Technology,16310,,,1001,1915,6625,677,,,1.911999940872192,2.142299890518188,2.325999975204467,,,40,80,282,664,13,,,,,,,,,,,,,,,"Health,Society",2024-01-21 16:47,How.,,,,bS8LQ9Q4fthFdROOnOEfPw,199,False,,,
